"Statistic Label","Month","Meteorological Weather Station","UNIT","VALUE"
"Maximum Air Temperature","1996 September","Belmullet","Degrees C","25"
"Maximum Air Temperature","1996 September","Shannon Airport","Degrees C","24.1"
"Maximum Air Temperature","1996 September","Dublin Airport","Degrees C","22.8"
"Maximum Air Temperature","1996 September","Mullingar","Degrees C","22.1"
"Maximum Air Temperature","1996 September","Cork Airport","Degrees C","21.4"
"Maximum Air Temperature","1996 September","Casement","Degrees C","22.8"
"Maximum Air Temperature","1996 September","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1996 September","Roches Point","Degrees C",""
"Maximum Air Temperature","1996 September","Markree","Degrees C",""
"Maximum Air Temperature","1996 October","Malin Head","Degrees C","19"
"Maximum Air Temperature","1996 October","Claremorris","Degrees C","18.6"
"Maximum Air Temperature","1996 October","Valentia Observatory","Degrees C","17.3"
"Maximum Air Temperature","1996 October","Belmullet","Degrees C","18.7"
"Maximum Air Temperature","1996 October","Shannon Airport","Degrees C","18"
"Maximum Air Temperature","1996 October","Dublin Airport","Degrees C","18.6"
"Maximum Air Temperature","1996 October","Mullingar","Degrees C","17.8"
"Maximum Air Temperature","1996 October","Cork Airport","Degrees C","15.9"
"Maximum Air Temperature","1996 October","Casement","Degrees C","19.7"
"Maximum Air Temperature","1996 October","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1996 October","Roches Point","Degrees C",""
"Maximum Air Temperature","1996 October","Markree","Degrees C",""
"Maximum Air Temperature","1996 November","Malin Head","Degrees C","15"
"Maximum Air Temperature","1996 November","Claremorris","Degrees C","14.6"
"Maximum Air Temperature","1996 November","Valentia Observatory","Degrees C","15.6"
"Maximum Air Temperature","1996 November","Belmullet","Degrees C","15.2"
"Maximum Air Temperature","1996 November","Shannon Airport","Degrees C","16.6"
"Maximum Air Temperature","1996 November","Dublin Airport","Degrees C","16.3"
"Maximum Air Temperature","1996 November","Mullingar","Degrees C","16.1"
"Maximum Air Temperature","1996 November","Cork Airport","Degrees C","14.4"
"Maximum Air Temperature","1996 November","Casement","Degrees C","15.8"
"Maximum Air Temperature","1996 November","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1996 November","Roches Point","Degrees C",""
"Maximum Air Temperature","1996 November","Markree","Degrees C",""
"Maximum Air Temperature","1996 December","Malin Head","Degrees C","11"
"Maximum Air Temperature","1996 December","Claremorris","Degrees C",""
"Maximum Air Temperature","1996 December","Valentia Observatory","Degrees C","14"
"Maximum Air Temperature","1996 December","Belmullet","Degrees C","11.7"
"Maximum Air Temperature","1996 December","Shannon Airport","Degrees C","13.3"
"Maximum Air Temperature","1996 December","Dublin Airport","Degrees C","11.3"
"Maximum Air Temperature","1996 December","Mullingar","Degrees C","11.5"
"Maximum Air Temperature","1996 December","Cork Airport","Degrees C","11.7"
"Maximum Air Temperature","1996 December","Casement","Degrees C","12.9"
"Maximum Air Temperature","1996 December","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1996 December","Roches Point","Degrees C",""
"Maximum Air Temperature","1996 December","Markree","Degrees C",""
"Maximum Air Temperature","1997 January","Malin Head","Degrees C","12.5"
"Maximum Air Temperature","1997 January","Claremorris","Degrees C",""
"Maximum Air Temperature","1997 January","Valentia Observatory","Degrees C","12.1"
"Maximum Air Temperature","1997 January","Belmullet","Degrees C","12.1"
"Maximum Air Temperature","1997 January","Shannon Airport","Degrees C","13.2"
"Maximum Air Temperature","1997 January","Dublin Airport","Degrees C","13.8"
"Maximum Air Temperature","1997 January","Mullingar","Degrees C","12.4"
"Maximum Air Temperature","1997 January","Cork Airport","Degrees C","10.5"
"Maximum Air Temperature","1997 January","Casement","Degrees C","13.8"
"Maximum Air Temperature","1997 January","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 January","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 January","Markree","Degrees C",""
"Maximum Air Temperature","1997 February","Malin Head","Degrees C","12.5"
"Maximum Air Temperature","1997 February","Claremorris","Degrees C",""
"Maximum Air Temperature","1997 February","Valentia Observatory","Degrees C","12.6"
"Maximum Air Temperature","1997 February","Belmullet","Degrees C","12.7"
"Maximum Air Temperature","1997 February","Shannon Airport","Degrees C","14.1"
"Maximum Air Temperature","1997 February","Dublin Airport","Degrees C","12.9"
"Maximum Air Temperature","1997 February","Mullingar","Degrees C","12.7"
"Maximum Air Temperature","1997 February","Cork Airport","Degrees C","12.3"
"Maximum Air Temperature","1997 February","Casement","Degrees C","12.2"
"Maximum Air Temperature","1997 February","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 February","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 February","Markree","Degrees C",""
"Maximum Air Temperature","1997 March","Malin Head","Degrees C","13.4"
"Maximum Air Temperature","1997 March","Claremorris","Degrees C",""
"Maximum Air Temperature","1997 March","Valentia Observatory","Degrees C","19.1"
"Maximum Air Temperature","1997 March","Belmullet","Degrees C","14.7"
"Maximum Air Temperature","1997 March","Shannon Airport","Degrees C","16"
"Maximum Air Temperature","1997 March","Dublin Airport","Degrees C","14.9"
"Maximum Air Temperature","1997 March","Mullingar","Degrees C","14.5"
"Maximum Air Temperature","1997 March","Cork Airport","Degrees C","15.5"
"Maximum Air Temperature","1997 March","Casement","Degrees C","15.8"
"Maximum Air Temperature","1997 March","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 March","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 March","Markree","Degrees C",""
"Maximum Air Temperature","1997 April","Malin Head","Degrees C","17.9"
"Maximum Air Temperature","1997 April","Claremorris","Degrees C","19.3"
"Maximum Air Temperature","1997 April","Valentia Observatory","Degrees C","18.6"
"Maximum Air Temperature","1997 April","Belmullet","Degrees C","17.5"
"Maximum Air Temperature","1997 April","Shannon Airport","Degrees C","20.9"
"Maximum Air Temperature","1997 April","Dublin Airport","Degrees C","18.2"
"Maximum Air Temperature","1997 April","Mullingar","Degrees C","19.7"
"Maximum Air Temperature","1997 April","Cork Airport","Degrees C","17.1"
"Maximum Air Temperature","1997 April","Casement","Degrees C","20"
"Maximum Air Temperature","1997 April","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 April","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 April","Markree","Degrees C",""
"Maximum Air Temperature","1997 May","Malin Head","Degrees C","19.8"
"Maximum Air Temperature","1997 May","Claremorris","Degrees C","25.1"
"Maximum Air Temperature","1997 May","Valentia Observatory","Degrees C","27.2"
"Maximum Air Temperature","1997 May","Belmullet","Degrees C","26.6"
"Maximum Air Temperature","1997 May","Shannon Airport","Degrees C","27.2"
"Maximum Air Temperature","1997 May","Dublin Airport","Degrees C","20.4"
"Maximum Air Temperature","1997 May","Mullingar","Degrees C","23.7"
"Maximum Air Temperature","1997 May","Cork Airport","Degrees C","21.7"
"Maximum Air Temperature","1997 May","Casement","Degrees C","22.4"
"Maximum Air Temperature","1997 May","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 May","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 May","Markree","Degrees C",""
"Maximum Air Temperature","1997 June","Malin Head","Degrees C","20.8"
"Maximum Air Temperature","1997 June","Claremorris","Degrees C","20.5"
"Maximum Air Temperature","1997 June","Valentia Observatory","Degrees C","22.7"
"Maximum Air Temperature","1997 June","Belmullet","Degrees C","23.5"
"Maximum Air Temperature","1997 June","Shannon Airport","Degrees C","23"
"Maximum Air Temperature","1997 June","Dublin Airport","Degrees C","20"
"Maximum Air Temperature","1997 June","Mullingar","Degrees C","19.3"
"Maximum Air Temperature","1997 June","Cork Airport","Degrees C","20.5"
"Maximum Air Temperature","1997 June","Casement","Degrees C","19.8"
"Maximum Air Temperature","1997 June","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 June","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 June","Markree","Degrees C",""
"Maximum Air Temperature","1997 July","Malin Head","Degrees C","23"
"Maximum Air Temperature","1997 July","Claremorris","Degrees C","23.4"
"Maximum Air Temperature","1997 July","Valentia Observatory","Degrees C","22.5"
"Maximum Air Temperature","1997 July","Belmullet","Degrees C","20.2"
"Maximum Air Temperature","1997 July","Shannon Airport","Degrees C","25.3"
"Maximum Air Temperature","1997 July","Dublin Airport","Degrees C","22.7"
"Maximum Air Temperature","1997 July","Mullingar","Degrees C","24.2"
"Maximum Air Temperature","1997 July","Cork Airport","Degrees C","23.1"
"Maximum Air Temperature","1997 July","Casement","Degrees C","24.3"
"Maximum Air Temperature","1997 July","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 July","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 July","Markree","Degrees C",""
"Maximum Air Temperature","1997 August","Malin Head","Degrees C","25.9"
"Maximum Air Temperature","1997 August","Claremorris","Degrees C","24.1"
"Maximum Air Temperature","1997 August","Valentia Observatory","Degrees C","25.5"
"Maximum Air Temperature","1997 August","Belmullet","Degrees C","25"
"Maximum Air Temperature","1997 August","Shannon Airport","Degrees C","24.5"
"Maximum Air Temperature","1997 August","Dublin Airport","Degrees C","24.1"
"Maximum Air Temperature","1997 August","Mullingar","Degrees C","24.9"
"Maximum Air Temperature","1997 August","Cork Airport","Degrees C","23"
"Maximum Air Temperature","1997 August","Casement","Degrees C","24.7"
"Maximum Air Temperature","1997 August","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 August","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 August","Markree","Degrees C",""
"Maximum Air Temperature","1997 September","Malin Head","Degrees C","18.8"
"Maximum Air Temperature","1997 September","Claremorris","Degrees C",""
"Maximum Air Temperature","1997 September","Valentia Observatory","Degrees C","20.6"
"Maximum Air Temperature","1997 September","Belmullet","Degrees C","21.7"
"Maximum Air Temperature","1997 September","Shannon Airport","Degrees C","22.2"
"Maximum Air Temperature","1997 September","Dublin Airport","Degrees C","20.3"
"Maximum Air Temperature","1997 September","Mullingar","Degrees C","20.5"
"Maximum Air Temperature","1997 September","Cork Airport","Degrees C","18.7"
"Maximum Air Temperature","1997 September","Casement","Degrees C","20.1"
"Maximum Air Temperature","1997 September","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 September","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 September","Markree","Degrees C",""
"Maximum Air Temperature","1997 October","Malin Head","Degrees C","17.2"
"Maximum Air Temperature","1997 October","Claremorris","Degrees C","18.5"
"Maximum Air Temperature","1997 October","Valentia Observatory","Degrees C","22"
"Maximum Air Temperature","1997 October","Belmullet","Degrees C","20.1"
"Maximum Air Temperature","1997 October","Shannon Airport","Degrees C","20"
"Maximum Air Temperature","1997 October","Dublin Airport","Degrees C","19.2"
"Maximum Air Temperature","1997 October","Mullingar","Degrees C","19.7"
"Maximum Air Temperature","1997 October","Cork Airport","Degrees C","21.4"
"Maximum Air Temperature","1997 October","Casement","Degrees C","19.8"
"Maximum Air Temperature","1997 October","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 October","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 October","Markree","Degrees C",""
"Maximum Air Temperature","1997 November","Malin Head","Degrees C","17.6"
"Maximum Air Temperature","1997 November","Claremorris","Degrees C","15.9"
"Maximum Air Temperature","1997 November","Valentia Observatory","Degrees C","15.6"
"Maximum Air Temperature","1997 November","Belmullet","Degrees C","15.3"
"Maximum Air Temperature","1997 November","Shannon Airport","Degrees C","17"
"Maximum Air Temperature","1997 November","Dublin Airport","Degrees C","16.9"
"Maximum Air Temperature","1997 November","Mullingar","Degrees C","15.5"
"Maximum Air Temperature","1997 November","Cork Airport","Degrees C","14.1"
"Maximum Air Temperature","1997 November","Casement","Degrees C","16.6"
"Maximum Air Temperature","1997 November","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 November","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 November","Markree","Degrees C",""
"Maximum Air Temperature","1997 December","Malin Head","Degrees C","13.3"
"Maximum Air Temperature","1997 December","Claremorris","Degrees C","12.5"
"Maximum Air Temperature","1997 December","Valentia Observatory","Degrees C","13.5"
"Maximum Air Temperature","1997 December","Belmullet","Degrees C","12.7"
"Maximum Air Temperature","1997 December","Shannon Airport","Degrees C","14"
"Maximum Air Temperature","1997 December","Dublin Airport","Degrees C","13.6"
"Maximum Air Temperature","1997 December","Mullingar","Degrees C","13"
"Maximum Air Temperature","1997 December","Cork Airport","Degrees C","12.8"
"Maximum Air Temperature","1997 December","Casement","Degrees C","13.5"
"Maximum Air Temperature","1997 December","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1997 December","Roches Point","Degrees C",""
"Maximum Air Temperature","1997 December","Markree","Degrees C",""
"Maximum Air Temperature","1998 January","Malin Head","Degrees C","14.4"
"Maximum Air Temperature","1998 January","Claremorris","Degrees C","13.3"
"Maximum Air Temperature","1998 January","Valentia Observatory","Degrees C","14.8"
"Maximum Air Temperature","1998 January","Belmullet","Degrees C","13.9"
"Maximum Air Temperature","1998 January","Shannon Airport","Degrees C","14.6"
"Maximum Air Temperature","1998 January","Dublin Airport","Degrees C","16.5"
"Maximum Air Temperature","1998 January","Mullingar","Degrees C","13.6"
"Maximum Air Temperature","1998 January","Cork Airport","Degrees C","13"
"Maximum Air Temperature","1998 January","Casement","Degrees C","15.2"
"Maximum Air Temperature","1998 January","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 January","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 January","Markree","Degrees C",""
"Maximum Air Temperature","1998 February","Malin Head","Degrees C","14.5"
"Maximum Air Temperature","1998 February","Claremorris","Degrees C",""
"Maximum Air Temperature","1998 February","Valentia Observatory","Degrees C","14.4"
"Maximum Air Temperature","1998 February","Belmullet","Degrees C","13.1"
"Maximum Air Temperature","1998 February","Shannon Airport","Degrees C","15"
"Maximum Air Temperature","1998 February","Dublin Airport","Degrees C","16.2"
"Maximum Air Temperature","1998 February","Mullingar","Degrees C","15.4"
"Maximum Air Temperature","1998 February","Cork Airport","Degrees C","12.5"
"Maximum Air Temperature","1998 February","Casement","Degrees C","15.9"
"Maximum Air Temperature","1998 February","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 February","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 February","Markree","Degrees C",""
"Maximum Air Temperature","1998 March","Malin Head","Degrees C","15.2"
"Maximum Air Temperature","1998 March","Claremorris","Degrees C","16"
"Maximum Air Temperature","1998 March","Valentia Observatory","Degrees C","14.7"
"Maximum Air Temperature","1998 March","Belmullet","Degrees C","14.6"
"Maximum Air Temperature","1998 March","Shannon Airport","Degrees C","16.3"
"Maximum Air Temperature","1998 March","Dublin Airport","Degrees C","15.5"
"Maximum Air Temperature","1998 March","Mullingar","Degrees C","15.8"
"Maximum Air Temperature","1998 March","Cork Airport","Degrees C","14.4"
"Maximum Air Temperature","1998 March","Casement","Degrees C","14.9"
"Maximum Air Temperature","1998 March","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 March","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 March","Markree","Degrees C",""
"Maximum Air Temperature","1998 April","Malin Head","Degrees C","15.3"
"Maximum Air Temperature","1998 April","Claremorris","Degrees C","16.6"
"Maximum Air Temperature","1998 April","Valentia Observatory","Degrees C","14.1"
"Maximum Air Temperature","1998 April","Belmullet","Degrees C","15.5"
"Maximum Air Temperature","1998 April","Shannon Airport","Degrees C","16.2"
"Maximum Air Temperature","1998 April","Dublin Airport","Degrees C","15.3"
"Maximum Air Temperature","1998 April","Mullingar","Degrees C","15.3"
"Maximum Air Temperature","1998 April","Cork Airport","Degrees C","15"
"Maximum Air Temperature","1998 April","Casement","Degrees C","15.3"
"Maximum Air Temperature","1998 April","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 April","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 April","Markree","Degrees C",""
"Maximum Air Temperature","1998 May","Malin Head","Degrees C","16.2"
"Maximum Air Temperature","1998 May","Claremorris","Degrees C","25.4"
"Maximum Air Temperature","1998 May","Valentia Observatory","Degrees C","22.3"
"Maximum Air Temperature","1998 May","Belmullet","Degrees C","23.2"
"Maximum Air Temperature","1998 May","Shannon Airport","Degrees C","24.9"
"Maximum Air Temperature","1998 May","Dublin Airport","Degrees C","22.2"
"Maximum Air Temperature","1998 May","Mullingar","Degrees C","23.8"
"Maximum Air Temperature","1998 May","Cork Airport","Degrees C","23.4"
"Maximum Air Temperature","1998 May","Casement","Degrees C","22.2"
"Maximum Air Temperature","1998 May","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 May","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 May","Markree","Degrees C",""
"Maximum Air Temperature","1998 June","Malin Head","Degrees C","21"
"Maximum Air Temperature","1998 June","Claremorris","Degrees C",""
"Maximum Air Temperature","1998 June","Valentia Observatory","Degrees C","19"
"Maximum Air Temperature","1998 June","Belmullet","Degrees C","19.8"
"Maximum Air Temperature","1998 June","Shannon Airport","Degrees C","21"
"Maximum Air Temperature","1998 June","Dublin Airport","Degrees C","22.4"
"Maximum Air Temperature","1998 June","Mullingar","Degrees C","20.4"
"Maximum Air Temperature","1998 June","Cork Airport","Degrees C","18.5"
"Maximum Air Temperature","1998 June","Casement","Degrees C","23"
"Maximum Air Temperature","1998 June","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 June","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 June","Markree","Degrees C",""
"Maximum Air Temperature","1998 July","Malin Head","Degrees C","19.9"
"Maximum Air Temperature","1998 July","Claremorris","Degrees C","21.1"
"Maximum Air Temperature","1998 July","Valentia Observatory","Degrees C","19.6"
"Maximum Air Temperature","1998 July","Belmullet","Degrees C","19.1"
"Maximum Air Temperature","1998 July","Shannon Airport","Degrees C","20.9"
"Maximum Air Temperature","1998 July","Dublin Airport","Degrees C","21"
"Maximum Air Temperature","1998 July","Mullingar","Degrees C","21.5"
"Maximum Air Temperature","1998 July","Cork Airport","Degrees C","20.2"
"Maximum Air Temperature","1998 July","Casement","Degrees C","20.8"
"Maximum Air Temperature","1998 July","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 July","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 July","Markree","Degrees C",""
"Maximum Air Temperature","1998 August","Malin Head","Degrees C","21.6"
"Maximum Air Temperature","1998 August","Claremorris","Degrees C","22.4"
"Maximum Air Temperature","1998 August","Valentia Observatory","Degrees C","21.8"
"Maximum Air Temperature","1998 August","Belmullet","Degrees C","20.6"
"Maximum Air Temperature","1998 August","Shannon Airport","Degrees C","23.9"
"Maximum Air Temperature","1998 August","Dublin Airport","Degrees C","24.1"
"Maximum Air Temperature","1998 August","Mullingar","Degrees C","23.8"
"Maximum Air Temperature","1998 August","Cork Airport","Degrees C","23.6"
"Maximum Air Temperature","1998 August","Casement","Degrees C","25.3"
"Maximum Air Temperature","1998 August","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 August","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 August","Markree","Degrees C",""
"Maximum Air Temperature","1998 September","Malin Head","Degrees C","23.4"
"Maximum Air Temperature","1998 September","Claremorris","Degrees C","24.1"
"Maximum Air Temperature","1998 September","Valentia Observatory","Degrees C","23.8"
"Maximum Air Temperature","1998 September","Belmullet","Degrees C","25.4"
"Maximum Air Temperature","1998 September","Shannon Airport","Degrees C","24.5"
"Maximum Air Temperature","1998 September","Dublin Airport","Degrees C","21.4"
"Maximum Air Temperature","1998 September","Mullingar","Degrees C","23.1"
"Maximum Air Temperature","1998 September","Cork Airport","Degrees C","20.3"
"Maximum Air Temperature","1998 September","Casement","Degrees C","23.9"
"Maximum Air Temperature","1998 September","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 September","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 September","Markree","Degrees C",""
"Maximum Air Temperature","1998 October","Malin Head","Degrees C","16.4"
"Maximum Air Temperature","1998 October","Claremorris","Degrees C","17.5"
"Maximum Air Temperature","1998 October","Valentia Observatory","Degrees C","17.6"
"Maximum Air Temperature","1998 October","Belmullet","Degrees C","18.3"
"Maximum Air Temperature","1998 October","Shannon Airport","Degrees C","18.8"
"Maximum Air Temperature","1998 October","Dublin Airport","Degrees C","18.5"
"Maximum Air Temperature","1998 October","Mullingar","Degrees C","17.3"
"Maximum Air Temperature","1998 October","Cork Airport","Degrees C","17.7"
"Maximum Air Temperature","1998 October","Casement","Degrees C","17.7"
"Maximum Air Temperature","1998 October","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 October","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 October","Markree","Degrees C",""
"Maximum Air Temperature","1998 November","Malin Head","Degrees C","15.2"
"Maximum Air Temperature","1998 November","Claremorris","Degrees C",""
"Maximum Air Temperature","1998 November","Valentia Observatory","Degrees C","16.1"
"Maximum Air Temperature","1998 November","Belmullet","Degrees C","14.9"
"Maximum Air Temperature","1998 November","Shannon Airport","Degrees C","16"
"Maximum Air Temperature","1998 November","Dublin Airport","Degrees C","16.5"
"Maximum Air Temperature","1998 November","Mullingar","Degrees C","15.3"
"Maximum Air Temperature","1998 November","Cork Airport","Degrees C","14.5"
"Maximum Air Temperature","1998 November","Casement","Degrees C","16.1"
"Maximum Air Temperature","1998 November","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 November","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 November","Markree","Degrees C",""
"Maximum Air Temperature","1998 December","Malin Head","Degrees C","14.4"
"Maximum Air Temperature","1998 December","Claremorris","Degrees C",""
"Maximum Air Temperature","1998 December","Valentia Observatory","Degrees C","15.2"
"Maximum Air Temperature","1998 December","Belmullet","Degrees C","14.9"
"Maximum Air Temperature","1998 December","Shannon Airport","Degrees C","15.2"
"Maximum Air Temperature","1998 December","Dublin Airport","Degrees C","15"
"Maximum Air Temperature","1998 December","Mullingar","Degrees C","14.5"
"Maximum Air Temperature","1998 December","Cork Airport","Degrees C","13"
"Maximum Air Temperature","1998 December","Casement","Degrees C","14.2"
"Maximum Air Temperature","1998 December","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1998 December","Roches Point","Degrees C",""
"Maximum Air Temperature","1998 December","Markree","Degrees C",""
"Maximum Air Temperature","1999 January","Malin Head","Degrees C","10.6"
"Maximum Air Temperature","1999 January","Claremorris","Degrees C",""
"Maximum Air Temperature","1999 January","Valentia Observatory","Degrees C","12.7"
"Maximum Air Temperature","1999 January","Belmullet","Degrees C","12.2"
"Maximum Air Temperature","1999 January","Shannon Airport","Degrees C","12.6"
"Maximum Air Temperature","1999 January","Dublin Airport","Degrees C","12.9"
"Maximum Air Temperature","1999 January","Mullingar","Degrees C","11.7"
"Maximum Air Temperature","1999 January","Cork Airport","Degrees C","12"
"Maximum Air Temperature","1999 January","Casement","Degrees C","12.6"
"Maximum Air Temperature","1999 January","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1999 January","Roches Point","Degrees C",""
"Maximum Air Temperature","1999 January","Markree","Degrees C",""
"Maximum Air Temperature","1999 February","Malin Head","Degrees C","11.8"
"Maximum Air Temperature","1999 February","Claremorris","Degrees C",""
"Maximum Air Temperature","1999 February","Valentia Observatory","Degrees C","12.3"
"Maximum Air Temperature","1999 February","Belmullet","Degrees C","12.3"
"Maximum Air Temperature","1999 February","Shannon Airport","Degrees C","13.2"
"Maximum Air Temperature","1999 February","Dublin Airport","Degrees C","13.1"
"Maximum Air Temperature","1999 February","Mullingar","Degrees C","11.2"
"Maximum Air Temperature","1999 February","Cork Airport","Degrees C","13"
"Maximum Air Temperature","1999 February","Casement","Degrees C","12.7"
"Maximum Air Temperature","1999 February","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1999 February","Roches Point","Degrees C",""
"Maximum Air Temperature","1999 February","Markree","Degrees C",""
"Maximum Air Temperature","1999 March","Malin Head","Degrees C","15.4"
"Maximum Air Temperature","1999 March","Claremorris","Degrees C",""
"Maximum Air Temperature","1999 March","Valentia Observatory","Degrees C","12.9"
"Maximum Air Temperature","1999 March","Belmullet","Degrees C","12.6"
"Maximum Air Temperature","1999 March","Shannon Airport","Degrees C","17.9"
"Maximum Air Temperature","1999 March","Dublin Airport","Degrees C","17.2"
"Maximum Air Temperature","1999 March","Mullingar","Degrees C","16.8"
"Maximum Air Temperature","1999 March","Cork Airport","Degrees C","15.2"
"Maximum Air Temperature","1999 March","Casement","Degrees C","17.2"
"Maximum Air Temperature","1999 March","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1999 March","Roches Point","Degrees C",""
"Maximum Air Temperature","1999 March","Markree","Degrees C",""
"Maximum Air Temperature","1999 April","Malin Head","Degrees C","15.9"
"Maximum Air Temperature","1999 April","Claremorris","Degrees C","19.6"
"Maximum Air Temperature","1999 April","Valentia Observatory","Degrees C","19"
"Maximum Air Temperature","1999 April","Belmullet","Degrees C","17.2"
"Maximum Air Temperature","1999 April","Shannon Airport","Degrees C","21.3"
"Maximum Air Temperature","1999 April","Dublin Airport","Degrees C","18.3"
"Maximum Air Temperature","1999 April","Mullingar","Degrees C","19.2"
"Maximum Air Temperature","1999 April","Cork Airport","Degrees C","20.5"
"Maximum Air Temperature","1999 April","Casement","Degrees C","18.7"
"Maximum Air Temperature","1999 April","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1999 April","Roches Point","Degrees C",""
"Maximum Air Temperature","1999 April","Markree","Degrees C",""
"Maximum Air Temperature","1999 May","Malin Head","Degrees C","18.2"
"Maximum Air Temperature","1999 May","Claremorris","Degrees C",""
"Maximum Air Temperature","1999 May","Valentia Observatory","Degrees C","20.5"
"Maximum Air Temperature","1999 May","Belmullet","Degrees C","21.1"
"Maximum Air Temperature","1999 May","Shannon Airport","Degrees C","20.7"
"Maximum Air Temperature","1999 May","Dublin Airport","Degrees C","20.8"
"Maximum Air Temperature","1999 May","Mullingar","Degrees C","20.5"
"Maximum Air Temperature","1999 May","Cork Airport","Degrees C","19.6"
"Maximum Air Temperature","1999 May","Casement","Degrees C","20.1"
"Maximum Air Temperature","1999 May","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1999 May","Roches Point","Degrees C",""
"Maximum Air Temperature","1999 May","Markree","Degrees C",""
"Maximum Air Temperature","1999 June","Malin Head","Degrees C","22"
"Maximum Air Temperature","1999 June","Claremorris","Degrees C",""
"Maximum Air Temperature","1999 June","Valentia Observatory","Degrees C","20.6"
"Maximum Air Temperature","1999 June","Belmullet","Degrees C","19.9"
"Maximum Air Temperature","1999 June","Shannon Airport","Degrees C","24.6"
"Maximum Air Temperature","1999 June","Dublin Airport","Degrees C","21.7"
"Maximum Air Temperature","1999 June","Mullingar","Degrees C","22.6"
"Maximum Air Temperature","1999 June","Cork Airport","Degrees C","20.1"
"Maximum Air Temperature","1999 June","Casement","Degrees C","23.3"
"Maximum Air Temperature","1999 June","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1999 June","Roches Point","Degrees C",""
"Maximum Air Temperature","1999 June","Markree","Degrees C",""
"Maximum Air Temperature","1999 July","Malin Head","Degrees C","22.7"
"Maximum Air Temperature","1999 July","Claremorris","Degrees C",""
"Maximum Air Temperature","1999 July","Valentia Observatory","Degrees C","23.6"
"Maximum Air Temperature","1999 July","Belmullet","Degrees C","24.4"
"Maximum Air Temperature","1999 July","Shannon Airport","Degrees C","26"
"Maximum Air Temperature","1999 July","Dublin Airport","Degrees C","25.6"
"Maximum Air Temperature","1999 July","Mullingar","Degrees C","26.9"
"Maximum Air Temperature","1999 July","Cork Airport","Degrees C","24.7"
"Maximum Air Temperature","1999 July","Casement","Degrees C","26.7"
"Maximum Air Temperature","1999 July","Phoenix Park","Degrees C",""
"Maximum Air Temperature","1999 July","Roches Point","Degrees C",""
"Maximum Air Temperature","1999 July","Markree","Degrees C",""
